name	CHE_AS	CHE_IF	HKG_AS	HKG_IF	IND_AS	IND_IF	SWE_AS	SWE_IF	USA_AS	USA_IF
Agrobacterium rhizogenes	27	1	50	47	19	9	11	7	8	6
Agrobacterium rubi	27	6	47	55	25	8	10	10	13	6
Agrobacterium salinitolerans	8	2	54	67	27	7	7	5	13	6
Agrobacterium sp. CGMCC 11546	5	4	12	14	11	2	3	2	1	1
Agrobacterium sp. MA01	11	5	23	27	5	2	3	6	3	1
Agrobacterium sp. RAC06	9	9	25	37	15	4	4	2	7	3
Agrobacterium sp. S7/73	5	4	20	11	21	1	3	1	2	1
Agrobacterium sp. T29	9	3	24	37	12	4	8	6	4	4
Agrobacterium tomkonis	0	0	1	1	1	0	0	0	0	0
Agrobacterium tumefaciens	175	119	512	611	256	88	96	98	112	101
Agrobacterium vaccinii	30	5	90	80	50	11	16	15	21	10
Agrobacterium vitis	85	38	273	303	126	29	53	29	69	25
Agrococcus carbonis	41	16	79	106	58	14	10	19	27	4
Agrococcus jejuensis	41	11	73	57	52	10	25	20	23	8
Agrococcus sp. Marseille-Q4369	33	3	64	51	43	7	9	15	10	10
Agrococcus sp. SCSIO52902	21	3	64	49	45	15	13	17	17	7
Agrococcus sp. SGAir0287	38	10	70	51	55	12	20	12	21	11
Agromyces archimandritae	43	8	78	83	59	13	25	19	15	11
Agromyces aureus	34	12	102	78	61	10	21	12	22	10
Agromyces badenianii	30	3	67	55	35	12	16	5	14	2
Agromyces flavus	42	8	78	55	56	15	15	13	18	8
Agromyces intestinalis	31	7	69	56	46	9	13	7	18	4
Agromyces laixinhei	28	7	65	68	44	8	24	16	25	12
Agromyces marinus	33	10	86	66	44	8	19	10	27	7
Agromyces protaetiae	23	11	72	48	48	15	17	8	21	12
Agromyces soli	33	5	95	69	51	17	16	17	24	7
Agromyces sp. CFWR-12	31	7	59	69	54	6	16	17	26	5
Agromyces sp. H17E-10	48	12	73	59	58	5	19	9	25	19
Agromyces sp. LHK192	35	13	104	85	65	7	21	16	20	8
Agrotis ipsilon multiple nucleopolyhedrovirus	0	0	1	0	0	0	0	1	0	0
Agrotis segetum granulovirus	0	0	0	0	0	0	0	0	1	0
Agrotis segetum nucleopolyhedrovirus A	0	0	0	0	1	0	0	0	0	0
Agrotis segetum nucleopolyhedrovirus B	0	0	1	0	0	0	0	0	0	0
Agtrevirus SKML39	0	0	0	0	0	0	0	0	0	0
Aguilavirus mEp213	0	0	0	0	0	0	0	0	0	0
Ahniella affigens	103	18	107	115	88	16	54	10	52	14
Ahphunavirus Ahp1	0	0	0	0	0	0	0	0	0	0
Ahphunavirus CF7	0	0	0	0	0	0	0	0	0	0
Ahtivirus sagseatwo	0	0	0	0	0	0	0	0	0	0
Aichivirus A	0	0	0	0	0	0	0	0	0	0
Aichivirus B	1	0	0	0	0	0	0	0	0	0
Akhmeta virus	0	1	0	0	1	0	0	0	0	0
Akihdevirus balticus	0	0	0	0	0	0	0	0	0	0
Akiravirus akira	0	0	0	0	0	0	0	0	0	0
Akkermansia glycaniphila	16	4	46	27	24	48	5	2	12	3
Akkermansia muciniphila	44	326	109	810	59	114	28	619	15	263
Akkermansia sp. WON2089	0	0	0	0	0	0	0	2	0	0
Akonivirus akoni	0	0	0	0	0	0	0	0	0	0
Akonivirus phedro	0	0	0	0	0	0	0	0	0	0
Alajuela orthobunyavirus	0	0	0	0	0	0	0	0	0	0
Alcaligenes ammonioxydans	1	3	3	5	5	3	5	3	4	5
Alcaligenes aquatilis	14	16	61	118	24	14	10	26	4	13
Alcaligenes faecalis	55	70	131	98	79	46	54	94	23	69
Alcaligenes sp. 1735tsa3	1	0	4	3	1	1	0	5	0	0
Alcaligenes sp. DN25	3	0	8	12	9	7	0	2	1	6
Alcaligenes sp. NLF5-7	3	2	6	8	7	3	0	4	3	4
Alcaligenes sp. SMD-FA	5	2	2	10	10	2	1	3	0	1
Alcaligenes sp. SORT26	8	3	30	19	7	6	8	9	6	8
Alcanivorax borkumensis	0	0	0	0	0	0	0	0	0	0
Alcanivorax dieselolei	0	0	0	0	0	0	0	0	0	0
Alcanivorax pacificus	0	0	0	0	0	0	0	0	0	0
Alcanivorax sp. ALC70	27	5	217	147	71	24	13	10	22	17
Alcanivorax sp. N3-2A	30	11	169	131	74	17	9	7	12	12
Alcanivorax sp. NBRC 101098	1	0	11	7	4	2	0	1	1	2
Alcanivorax xenomutans	15	3	94	79	53	5	9	6	3	6
Alcyoneusvirus K641	0	0	0	0	0	0	0	0	0	0
Alcyoneusvirus RaK2	0	0	0	0	0	0	0	0	0	0
Algibacter alginicilyticus	32	6	80	7	17	9	20	18	22	22
Algibacter sp. L1A34	34	19	100	11	16	8	32	16	15	17
Algibacter sp. L3A6	36	6	75	11	19	4	26	20	24	16
Algoriphagus machipongonensis	41	2	75	4	19	16	28	5	15	10
Algoriphagus sanaruensis	37	0	91	1	17	8	37	4	21	11
Algoriphagus sp. NBT04N3	50	3	113	7	21	9	27	7	17	8
Algoriphagus sp. TR-M5	34	4	113	6	14	13	17	8	16	2
Algoriphagus sp. Y33	47	5	101	7	14	8	40	13	15	7
Aliarcobacter butzleri	18	120	138	111	18	804	29	1048	15	954
Aliarcobacter cibarius	12	138	95	149	13	652	10	1049	14	1015
Aliarcobacter cryaerophilus	60	1920	257	1323	41	3871	75	9775	98	10380
Aliarcobacter faecis	13	53	46	38	7	101	10	420	13	304
Aliarcobacter lanthieri	12	22	30	19	5	37	14	168	10	146
Aliarcobacter skirrowii	2	54	191	217	3	80	7	379	6	252
Aliarcobacter thereius	0	0	0	0	0	0	0	0	0	0
Aliarcobacter trophiarum	0	0	0	0	0	0	0	0	0	0
Alicycliphilus denitrificans	217	745	303	817	590	343	167	791	184	590
Alicyclobacillus acidocaldarius	0	0	0	0	0	0	0	0	0	0
Alicyclobacillus acidoterrestris	10	3	15	13	14	6	4	10	1	2
Alicyclobacillus mengziensis	6	1	28	14	11	4	4	7	7	0
Alicyclobacillus sp. SO9	5	3	30	8	13	3	5	10	8	7
Alicyclobacillus sp. TC	3	5	14	5	5	1	4	8	1	3
Alienimonas californiensis	43	6	134	74	88	3	24	5	29	12
Aliiroseovarius crassostreae	26	9	132	188	48	13	27	19	14	7
Aliiroseovarius sp. M344	9	11	58	81	18	7	4	8	3	8
Aliivibrio fischeri	12	4	21	6	6	8	8	4	4	4
Aliivibrio salmonicida	7	4	23	9	7	3	7	8	9	1
Aliivibrio wodanis	0	0	1	0	0	0	2	0	0	0
Alisovirus socal22	0	0	0	0	0	0	0	0	0	0
Alistipes communis	47	170	92	188	23	63	20	570	12	336
Alistipes dispar	25	210	61	166	19	39	9	306	5	119
Alistipes finegoldii	31	153	83	128	29	70	19	496	10	318
Alistipes ihumii	0	0	0	0	0	0	0	0	0	0
Alistipes indistinctus	25	35	76	110	23	130	11	118	13	54
Alistipes megaguti	24	88	57	61	24	130	7	205	9	105
Alistipes onderdonkii	35	203	91	278	18	57	9	558	12	346
Alistipes senegalensis	22	63	61	77	20	63	10	211	10	140
Alistipes shahii	0	0	0	0	0	0	0	0	0	0
Alistipes sp. dk3624	13	25	76	171	19	67	23	114	5	27
Alkalibacter rhizosphaerae	4	1	15	7	7	9	6	12	0	2
Alkalicella caledoniensis	5	3	29	3	10	12	2	19	3	3
Alkaliflexus sp. Ai-910	32	3	395	72	33	90	17	24	10	18
Alkalihalobacillus clausii	12	4	24	11	16	7	3	23	11	4
Alkalihalobacillus krulwichiae	8	2	24	6	4	0	8	17	8	7
Alkalihalobacillus lehensis	0	0	0	0	0	0	0	0	0	0
Alkalihalobacillus miscanthi	8	0	18	3	8	3	6	6	2	3
Alkalihalobacillus sp. LMS39	11	2	36	4	9	3	7	16	8	3
Alkalihalobacillus sp. LMS6	12	0	23	3	4	5	6	13	4	3
Alkalihalophilus pseudofirmus	0	0	0	0	0	0	0	0	0	0
Alkalilimnicola ehrlichii	0	0	0	0	0	0	0	0	0	0
Alkalimarinus sediminis	61	87	87	41	7	1	14	30	15	13
Alkalimarinus sp. A2M4	10	1	67	20	8	6	6	8	8	6
Alkaliphilus metalliredigens	0	0	0	0	0	0	0	0	0	0
Alkaliphilus oremlandii	0	0	0	0	0	0	0	0	0	0
Alkaliphilus sp. B6464	14	3	31	4	7	9	6	32	15	10
Alkalitalea saponilacus	23	7	222	9	27	32	35	25	27	25
Allamanda leaf mottle distortion virus	0	0	0	1	0	0	0	0	0	0
Allium virus X	0	0	0	1	0	0	0	0	0	0
Alloacidobacterium dinghuense	17	2	54	20	32	11	10	1	14	7
Alloactinosynnema sp. L-07	54	11	153	96	79	15	24	21	36	22
Allobaculum mucolyticum	6	3	17	9	11	7	1	13	5	2
Allobaculum sp. Allo2	2	2	25	11	4	5	3	11	3	3
Allobranchiibius sp. GilTou73	82	22	88	74	44	6	41	13	16	5
Allochromatium tepidum	28	6	380	329	287	87	14	10	19	17
Allochromatium vinosum	0	0	0	0	0	0	0	0	0	0
Allocoleopsis franciscana	0	0	0	0	0	0	0	0	0	0
Allofrancisella frigidaquae	3	1	21	1	2	1	1	1	3	3
Allofrancisella guangzhouensis	3	2	19	1	4	2	5	5	3	2
Allofrancisella inopinata	3	0	4	2	0	3	4	2	4	1
Allokutzneria albata	51	6	151	89	112	16	24	20	37	15
Allosaccharopolyspora coralli	37	4	71	46	41	3	9	7	6	4
Allosphingosinicella indica	30	3	67	55	46	13	11	6	12	7
Alphabaculovirus speridania-b	0	0	0	0	0	0	0	0	0	0
Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015	0	0	1	0	0	0	0	0	0	0
Alphadrosrhavirus shayang	0	0	0	0	0	0	0	0	0	0
Alphafusarivirus penicilli	0	0	0	0	0	0	0	0	0	0
Alphalipothrixvirus SFV1	0	0	0	0	0	0	0	0	0	0
Alphamesonivirus 3	0	0	0	0	0	0	0	0	1	0
Alphanucleorhabdovirus zeairanense	0	0	0	0	0	0	0	0	0	0
Alphapapillomavirus 11	0	0	0	0	0	0	0	0	0	0
Alphapapillomavirus 9	0	0	0	0	0	0	0	0	0	0
Alphapleolipovirus HHPV1	0	0	0	0	0	0	0	0	0	0
Alphapolyomavirus secupanos	0	0	0	0	0	0	0	0	0	0
Alphasphaerolipovirus HHIV2	0	0	0	0	0	0	0	0	0	0
Alphasphaerolipovirus PH1	0	0	0	0	0	0	0	0	0	0
Alphasphaerolipovirus SH1	0	0	0	0	0	0	0	0	0	0
Alphatrevirus phiK	0	0	0	0	0	0	0	0	0	0
Alteracholeplasma palmae	0	0	0	0	0	0	0	0	0	0
Altererythrobacter epoxidivorans	16	3	82	232	34	6	9	5	9	7
Altererythrobacter ishigakiensis	8	2	55	81	19	3	9	3	6	4
Altererythrobacter sp. B11	19	8	117	135	66	8	12	4	13	14
Altererythrobacter sp. BO-6	23	6	86	139	44	6	15	6	20	7
Altererythrobacter sp. TH136	19	6	53	72	46	7	11	4	16	9
Altererythrobacter sp. ZODW24	21	3	38	82	17	3	3	6	11	3
Alteromonas australica	0	1	7	4	1	6	4	3	0	0
Alteromonas macleodii	31	12	121	93	30	24	17	18	14	14
Alteromonas mediterranea	19	6	83	44	14	18	13	11	8	7
Alteromonas naphthalenivorans	5	1	25	18	3	3	1	1	5	3
Alteromonas pelagimontana	8	3	34	16	5	14	11	6	7	2
Alteromonas sp. 76-1	5	0	27	3	3	2	1	6	3	2
Alteromonas sp. B31-7	0	0	1	2	1	0	0	1	0	0
Alteromonas sp. BL110	5	2	18	5	6	6	4	4	3	1
Alteromonas sp. KC3	0	0	0	1	0	0	0	0	0	0
Alteromonas sp. LMIT006	10	1	24	22	5	6	5	4	5	4
Alteromonas sp. Mac1	0	0	0	0	1	0	0	0	0	0
Alteromonas sp. MB-3u-76	0	3	12	8	1	4	0	0	0	0
Alteromonas sp. RKMC-009	12	2	43	23	13	12	4	5	6	1
Alteromonas sp. RW2A1	0	3	10	5	1	0	0	0	0	2
Alteromonas stellipolaris	0	1	12	6	2	1	2	0	2	2
Alysiella crassa	11	6	18	13	11	6	6	15	4	10
Alysiella filiformis	8	2	14	10	3	7	2	6	4	5
Ambe phlebovirus	0	0	0	0	0	0	0	0	0	0
Amedibacterium intestinale	13	11	31	22	8	17	9	62	9	16
Amginevirus darthP	0	0	0	0	0	0	0	0	0	0
Amginevirus ekdilam	0	0	0	0	0	0	0	0	0	0
Aminayvirus aminay	0	0	0	0	0	0	0	0	0	0
Aminipila butyrica	9	5	22	6	7	20	2	27	5	12
Aminipila luticellarii	3	4	22	9	9	31	2	65	2	17
Aminipila terrae	8	5	25	9	10	10	8	36	5	13
Aminobacter aminovorans	20	0	34	30	21	6	4	2	7	5
Aminobacter sp. MDW-2	6	2	30	34	13	5	3	1	5	1
Aminobacter sp. MSH1	64	31	147	231	87	14	23	25	40	29
Aminobacter sp. SR38	69	76	61	105	55	11	29	67	25	42
Aminobacterium colombiense	0	0	0	0	0	0	0	0	0	0
Aminomonas paucivorans	0	0	0	0	0	0	0	0	0	0
Ammonifex degensii	0	0	0	0	0	0	0	0	0	0
Amniculibacterium sp. G2-70	42	25	84	21	122	31	27	94	52	289
Amphibacillus xylanus	0	0	0	0	0	0	0	0	0	0
Amphritea atlantica	18	3	93	44	25	12	8	1	6	5
Amphritea ceti	11	3	73	61	10	12	4	6	6	4
Amphritea japonica	13	1	63	26	6	10	3	1	6	3
Ampunavirus RSPI1	0	0	0	0	0	0	0	0	0	0
Amsacta moorei entomopoxvirus	0	0	1	0	0	1	0	0	0	0
Amycolatopsis acidiphila	45	14	142	108	107	11	24	17	30	14
Amycolatopsis aidingensis	43	7	154	103	89	16	16	24	31	9
Amycolatopsis albispora	66	11	181	115	89	14	36	19	35	12
Amycolatopsis japonica	19	1	64	35	33	6	12	4	16	2
Amycolatopsis keratiniphila	38	11	102	81	83	18	11	19	32	7
Amycolatopsis mediterranei	58	10	141	106	102	16	27	31	34	17
Amycolatopsis methanolica	0	0	0	0	0	0	0	0	0	0
Amycolatopsis orientalis	33	4	102	88	71	14	16	16	23	10
Amycolatopsis pretoriensis	63	7	150	98	134	18	43	30	40	16
Amycolatopsis roodepoortensis	23	4	89	57	53	13	12	20	12	5
Amycolatopsis sp. AA4	39	9	131	77	77	15	21	21	22	12
Amycolatopsis sp. BJA-103	44	6	107	97	83	11	21	10	31	7
Amycolatopsis sp. CA-230715	63	14	178	122	124	26	32	20	52	16
Amycolatopsis sp. DSM 110486	70	13	197	136	140	23	30	29	40	17
Amycolatopsis sp. EV170708-02-1	25	1	57	50	50	16	10	14	21	10
Amycolatopsis sp. FDAARGOS 1241	59	24	174	104	101	19	42	18	38	18
Amycolatopsis sp. FU40	43	9	136	102	81	14	25	28	32	9
Amycolatopsis sp. Hca4	77	7	179	135	133	17	24	26	33	13
Amycolatopsis sp. TNS106	26	5	63	46	55	4	21	13	11	6
Amycolatopsis sp. WQ 127309	63	16	219	133	111	32	31	30	48	18
Amycolatopsis sp. YIM 10	63	15	180	96	102	13	25	17	31	9
Amycolatopsis thermalba	42	12	105	80	83	12	20	19	32	10
Amylolactobacillus amylophilus	0	0	0	0	0	0	0	0	0	0
Anabaena cylindrica	0	0	0	0	0	0	0	0	0	0
Anabaena sp. 90	3	0	6	4	2	1	4	3	4	3
Anabaena sp. WA102	5	2	14	2	4	2	15	4	0	1
Anabaena sp. YBS01	4	0	2	0	0	0	0	0	3	0
Anabaenopsis circularis	0	0	0	0	0	0	0	0	0	0
Anabaenopsis elenkinii	0	0	0	0	0	0	0	0	0	0
Anaerobacillus isosaccharinicus	11	5	39	6	13	10	7	20	11	5
Anaerobutyricum hallii	64	460	130	703	24	331	31	1269	14	349
Anaerococcus mediterraneensis	2	1	18	2	4	4	4	11	3	7
Anaerococcus obesiensis	3	1	5	1	2	2	1	5	0	2
Anaerococcus prevotii	0	0	0	0	0	0	0	0	0	0
Anaerococcus vaginalis	2	0	8	0	1	0	2	5	4	0
Anaerocolumna cellulosilytica	15	13	30	12	9	34	7	87	8	19
Anaerocolumna chitinilytica	18	8	39	17	11	24	7	56	5	10
Anaerocolumna sedimenticola	14	7	48	19	11	37	5	99	5	22
Anaerohalosphaera lusitana	7	2	42	24	16	8	5	5	6	7
Anaerolinea thermophila	0	0	0	0	0	0	0	0	0	0
Anaeromyxobacter dehalogenans	7	1	11	9	12	1	2	1	9	2
Anaeromyxobacter oryzae	108	7	220	108	224	25	44	14	76	26
Anaeromyxobacter paludicola	109	8	218	93	172	37	58	8	85	18
Anaeromyxobacter sp. Fw109-5	96	6	223	105	182	27	35	4	91	24
Anaeromyxobacter sp. K	32	3	56	18	46	7	8	4	15	9
Anaeropeptidivorans aminofermentans	10	6	26	6	12	17	9	26	6	10
Anaerostipes caccae	8	8	21	29	4	19	3	50	1	11
Anaerostipes hadrus	93	658	171	1001	12	230	43	1452	14	534
Anaerostipes rhamnosivorans	6	7	25	24	6	16	1	37	0	8
Anaerotignum propionicum	0	0	0	0	0	0	0	0	0	0
Anaerotruncus colihominis	16	60	52	122	17	48	3	205	7	68
Anamdongvirus LBR48	0	0	0	0	0	0	0	0	0	0
Anaplasma centrale	0	0	0	0	0	0	0	0	0	0
Anaplasma marginale	1	0	2	2	0	0	0	1	0	0
Anaplasma ovis	0	0	0	0	0	0	0	0	0	0
Anaplasma phagocytophilum	6	1	10	2	1	6	3	1	5	0
Anaplasma platys	1	0	5	2	0	0	0	2	1	2
Anaposvirus socalone	0	0	0	0	0	0	0	0	0	0
Anatid alphaherpesvirus 1	0	0	2	0	1	0	0	0	0	0
Anatilimnocola aggregata	100	3	184	114	195	17	42	6	64	11
Anayavirus anaya	0	0	0	0	0	0	0	0	0	0
Anayavirus bella96	0	0	0	0	0	0	0	0	0	0
Anayavirus chris	0	0	0	0	0	0	0	0	0	0
Anayavirus curiosium	0	0	0	0	0	0	0	0	0	0
Anayavirus JAWS	0	0	0	0	0	0	0	0	0	0
Anayavirus kisi	0	0	0	0	0	0	0	0	0	0
Anayavirus lasthope	0	0	0	0	0	0	0	0	0	0
Anayavirus laterM	0	0	0	0	0	0	0	0	0	0
Anayavirus markphew	0	0	0	0	0	0	0	0	0	0
Anayavirus marshawn	0	0	0	0	0	0	0	0	0	0
Anayavirus murucutumbu	0	0	0	0	0	0	0	0	0	0
Anayavirus niklas	0	0	0	0	0	0	0	0	0	0
Anayavirus validus	0	0	0	0	0	0	0	0	0	0
Anayavirus yuna	0	0	0	0	0	0	0	0	0	0
Anayavirus yunkel11	0	0	0	0	0	0	0	0	0	0
Anchaingvirus anchaing	0	0	0	0	0	0	0	0	0	0
Ancylobacter polymorphus	21	16	160	177	100	23	14	11	23	11
Ancylobacter pratisalsi	34	12	128	107	96	18	16	11	30	13
Ancylobacter sp. TS-1	31	8	107	106	89	16	22	15	45	16
Andrena haemorrhoa nege-like virus	1	0	0	0	0	0	0	0	0	0
Aneurinibacillus soli	3	1	25	8	7	5	3	14	3	1
Aneurinibacillus sp. XH2	1	0	2	0	0	0	0	0	1	1
Aneurinibacillus thermoaerophilus	0	0	1	0	0	1	0	1	1	0
Angelvirus px29	0	0	0	0	0	0	0	0	0	0
Anguillid herpesvirus 1	1	0	1	0	0	0	0	0	0	0
Anhembi orthobunyavirus	0	0	0	0	0	0	0	0	0	0
Anjalivirus anjali	0	0	0	0	0	0	0	0	0	0
Anjalivirus mendel	0	0	0	0	0	0	0	0	0	0
Anomala cuprea entomopoxvirus	0	0	1	0	0	0	0	0	0	0
Anopheles flavivirus Liberia/2013	0	0	0	0	0	0	0	0	0	0
Anopheles minimus iridovirus	0	0	2	1	1	0	0	0	0	0
Anoxybacillus amylolyticus	7	2	21	4	5	3	6	8	3	1
Anoxybacillus caldiproteolyticus	4	2	14	3	10	4	5	10	5	2
Anoxybacillus flavithermus	6	1	20	5	4	5	2	9	1	3
Anoxybacillus gonensis	2	1	2	1	2	0	0	6	2	0
Anoxybacillus kamchatkensis	0	0	0	0	0	0	0	0	0	0
Anoxybacillus sediminis	11	1	27	10	19	9	8	7	6	1
Anoxybacillus sp. PDR2	3	2	5	0	2	0	1	3	3	1
Anoxybacter fermentans	10	1	39	3	12	4	9	20	6	4
Anphevirus xinchengense	0	0	0	0	0	0	0	0	0	0
Anseongella ginsenosidimutans	49	2	101	22	31	11	24	4	22	7
Antarcticibacterium arcticum	30	3	104	13	29	6	20	4	22	10
Antarcticibacterium flavum	36	6	105	15	14	12	25	11	13	8
Antarcticibacterium sp. 1MA-6-2	40	3	71	8	19	12	39	3	12	10
Antarctobacter heliothermus	18	9	99	180	40	16	15	12	8	2
Antheraea pernyi nucleopolyhedrovirus	0	0	0	1	0	0	0	0	0	0
Anthocerotibacter panamensis	0	0	0	0	0	0	0	0	0	0
Anticarsia gemmatalis nucleopolyhedrovirus	0	0	1	0	0	0	0	0	0	0
Antsirabevirus antsirabe	0	0	0	0	0	0	0	0	0	0
Aorunvirus EE36phi1	0	0	0	0	0	0	0	0	0	0
Aotine betaherpesvirus 1	1	0	2	0	1	0	0	0	0	0
Apdecimavirus AP10	0	0	0	0	0	0	0	0	0	0
Aphroditevirus aphrodite1	0	0	0	0	0	0	0	0	0	0
Aphroditevirus PDCC1	0	0	0	0	0	0	0	0	0	0
Aphroditevirus USC1	0	0	0	0	0	0	0	0	0	0
Apibacter raozihei	25	3	50	7	12	15	23	15	8	19
Apibacter sp. B2966	4	0	4	0	2	1	3	1	2	1
Apibacter sp. B3706	3	0	8	2	1	2	6	0	2	1
Apibacter sp. ESL0404	10	0	4	1	3	4	3	3	0	2
Apibacter sp. ESL0432	3	1	9	0	1	0	1	3	4	3
Apilactobacillus apinorum	5	2	7	0	4	0	3	8	1	1
Apilactobacillus apisilvae	3	5	16	1	8	4	3	7	3	4
Apilactobacillus bombintestini	2	0	8	2	5	1	4	3	1	3
Apilactobacillus kunkeei	9	1	14	5	8	7	8	14	2	2
Apis mellifera filamentous virus	0	0	3	0	1	0	0	0	0	0
Apocheima cinerarium nucleopolyhedrovirus	1	0	0	0	0	0	0	0	0	0
Appavirus appa	0	0	0	0	0	0	0	0	0	0
Apple rubodvirus 1	0	0	0	0	0	0	0	0	0	0
Aptresvirus AP3	0	0	0	0	0	0	0	0	0	0
Aptresvirus mana	0	0	0	0	0	0	0	0	0	0
Aquabacter sp. L1I39	31	8	127	118	79	28	20	7	31	12
Aquabacterium olei	190	236	139	128	151	136	97	167	72	104
Aquabacterium sp. J223	259	57	263	151	293	36	188	53	219	74
Aqualcavirus P14	0	0	0	0	0	0	0	0	0	0
Aquaspirillum sp. LM1	74	1108	158	211	97	1922	48	3758	50	10663
Aquella oligotrophica	25	1	22	6	6	5	6	8	18	7
Aquibium microcysteis	83	14	257	290	292	14	26	15	51	13
Aquibium oceanicum	37	12	217	312	140	11	24	6	28	12
Aquicella lusitana	8	6	34	14	9	3	1	3	3	4
Aquicella siphonis	12	2	42	11	12	2	0	2	2	3
Aquifex aeolicus	0	0	0	0	0	0	0	0	0	0
Aquiflexum balticum	0	0	0	0	0	0	0	0	0	0
Aquihabitans sp. G128	761	60	1454	1715	511	35	2126	39	1046	141
Aquihabitans sp. Kera 3	949	37	1300	1426	1038	18	1467	30	824	135
Aquiluna borgnonia	5	1	10	8	6	0	1	0	3	0
Aquiluna sp. KACHI24	4	3	13	11	3	1	4	1	4	0
Aquimarina sp. AD1	26	9	50	3	11	5	23	13	12	9
Aquimarina sp. AD10	56	9	104	8	14	8	43	22	22	24
Aquimarina sp. Aq107	29	5	43	8	8	9	29	9	16	12
Aquimarina sp. BL5	35	5	98	10	19	10	30	20	21	17
Aquimarina sp. ERC-38	40	7	86	13	13	5	27	12	30	10
Aquimarina sp. TRL1	42	11	100	9	16	11	45	13	27	9
Aquincola tertiaricarbonis	894	212	523	333	644	83	627	151	597	185
Aquirhabdus parva	28	9	64	25	9	11	14	21	7	13
Aquirufa antheringensis	20	5	24	4	8	0	16	1	13	11
Aquirufa lenticrescens	19	1	32	4	10	5	26	8	12	4
Aquirufa nivalisilvae	62	7	56	6	22	7	49	11	30	5
Aquisalimonas sp. 2447	18	6	249	209	97	27	14	9	22	8
Aquisalinus flavus	16	2	74	57	26	9	4	10	15	3
Aquisediminimonas profunda	228	11	58	46	21	8	108	7	828	157
Aquisphaera giovannonii	87	5	220	130	189	32	31	7	82	20
Aquitalea aquatilis	30	13	58	63	41	23	30	55	14	73
Aquitalea denitrificans	26	5	58	43	32	21	10	28	16	44
Aquitalea magnusonii	17	9	61	42	33	23	12	20	12	42
Aquitalea sp. USM4	16	7	52	65	21	31	21	38	8	45
Arabiibacter massiliensis	9	5	43	45	23	18	4	19	8	2
Arachidicoccus ginsenosidivorans	86	4	81	10	29	6	43	13	33	10
Arachidicoccus soli	123	8	64	6	52	15	80	17	53	20
Arachidicoccus sp. B3-10	83	5	64	3	19	13	55	16	40	22
Arachidicoccus sp. BS20	134	9	79	11	35	6	68	17	52	21
Arachidicoccus terrestris	90	10	31	8	37	7	47	8	25	10
Arachis pintoi virus	0	0	0	1	0	0	0	0	0	0
Arachnia propionica	43	10	97	109	52	32	28	38	12	5
Arachnia rubra	24	3	48	52	25	9	13	18	7	14
Arcanobacterium buesumense	2	1	9	4	3	2	2	3	2	0
Arcanobacterium haemolyticum	1	2	15	6	5	4	2	5	3	2
Arcanobacterium phocae	4	0	13	3	5	5	4	3	0	2
Arcanobacterium phocisimile	5	0	8	1	4	9	0	2	1	0
Arcanobacterium pinnipediorum	3	4	8	3	1	2	2	3	1	2
Archaeoglobus fulgidus	0	0	9	3	3	2	1	0	2	0
Archaeoglobus profundus	0	0	0	0	0	0	0	0	0	0
Archaeoglobus sulfaticallidus	0	0	0	0	0	0	0	0	0	0
Archaeoglobus veneficus	0	0	0	0	0	0	0	0	0	0
Archangium gephyra	114	13	200	125	154	32	46	11	83	23
Archangium violaceum	255	17	488	225	334	40	102	23	168	44
Archimedesvirus archimedes	0	0	0	0	0	0	0	0	0	0
Arcobacter acticola	25	221	227	196	8	160	58	5290	24	2234
Arcobacter aquimarinus	11	64	626	1059	6	75	10	701	10	809
Arcobacter cloacae	13	124	127	193	12	176	20	1255	5	1437
Arcobacter defluvii	7	35	48	44	2	61	5	306	3	310
Arcobacter ellisii	12	129	157	135	13	1266	11	1293	14	1595
Arcobacter nitrofigilis	0	0	0	0	0	0	0	0	0	0
Arcobacter peruensis	3	3	17	12	4	8	3	82	7	70
Arcobacter sp. ARW1-2F2	13	24	77	47	8	30	9	320	6	267
Arcobacter sp. FWKO B	7	10	35	26	4	53	4	74	6	75
Arcobacter sp. L	2	13	25	31	3	43	3	168	3	224
Arcobacter suis	0	0	0	0	0	0	0	0	0	0
Arcobacter venerupis	17	273	96	65	10	80	32	3597	24	3169
Arcticibacterium luteifluviistationis	34	4	73	4	20	7	29	8	18	10
Areca palm necrotic spindle-spot virus	0	0	0	0	0	0	0	1	0	0
Arenibacter algicola	42	7	111	32	28	7	49	5	26	11
Arenimonas daejeonensis	116	57	215	234	142	55	63	28	79	23
Armstrongvirus armstrong	0	0	0	0	0	0	0	0	0	0
Aromatoleum aromaticum	110	52	170	213	273	99	121	95	106	99
Aromatoleum bremense	72	60	187	226	482	148	103	98	72	83
Aromatoleum petrolei	121	59	256	261	306	164	177	154	104	115
Aromatoleum pumilum	51	36	162	191	159	63	68	73	48	78
Arracacha virus B	0	0	2	0	0	0	0	0	0	0
Arsenicicoccus sp. oral taxon 190	220	31	148	197	56	20	133	41	21	13
Arsenophonus apicola	4	1	27	8	7	7	7	1	1	2
Arsenophonus endosymbiont of Aleurodicus dispersus	4	2	8	1	4	1	0	1	0	0
Arsenophonus endosymbiont of Aphis craccivora	8	0	17	4	7	7	5	3	2	0
Arsenophonus nasoniae	10	1	24	10	6	9	5	6	6	5
Arthobacter virus Yang	0	0	0	0	0	0	0	0	0	0
